code,term
L03,Cellulitis
L030,Cellulitis of finger and toe
L031,Cellulitis of other parts of limb
L032,Cellulitis of face
L033,Cellulitis of trunk
L038,Cellulitis of other sites
L039,"Cellulitis, unspecified"
L983,Eosinophilic cellulitis [Wells]
