code,term
10461000,Nonvenomous insect bite with infection
10629791000119104,Cellulitis of left axilla
10629831000119105,Cellulitis of right axilla
10629871000119108,Cellulitis of left hip
10629911000119106,Cellulitis of right hip
10632951000119102,Cellulitis of left thigh
10632991000119107,Cellulitis of right thigh
10633031000119101,Cellulitis of left ankle
10633071000119103,Cellulitis of right ankle
10633191000119101,Cellulitis of left foot
10633231000119105,Cellulitis of right foot
10633271000119108,Cellulitis of left knee
10633311000119108,Cellulitis of right knee
10633351000119109,Cellulitis of left lower limb
10633391000119104,Cellulitis of right lower limb
10633431000119109,Cellulitis of left wrist
10633471000119107,Cellulitis of right wrist
10633511000119103,Cellulitis of left shoulder
10633551000119102,Cellulitis of right shoulder
10633591000119107,Cellulitis of left thumb
10633631000119107,Cellulitis of right thumb
10633791000119100,Cellulitis of left hand
10633831000119106,Cellulitis of left forearm
10633871000119109,Cellulitis of right forearm
10633911000119107,Cellulitis of right upper limb
10633951000119108,Cellulitis of left upper limb
10662001,Nonvenomous insect bite of face with infection
10751991000119105,Postpartum cellulitis of breast
109245003,Cellulitis of periorbital region
109247006,Cellulitis of infratemporal fossa
109362006,Cellulitis of parapharyngeal space
109784009,Cellulitis of masticator space of mouth
111186009,Cellulitis of other specified site
11773571000119109,Infected wound of right elbow due to non venomous insect bite
11773651000119104,Infected wound of left elbow due to non venomous insect bite
11773731000119102,Nonvenomous insect bite of right thumb with infection
11773811000119104,Nonvenomous insect bite of left thumb with infection
11779561000119100,Infected wound of right forearm due to non venomous insect bite
11779601000119100,Infected wound of left forearm due to non venomous insect bite
11783401000119109,Infected wound of right hip due to nonvenomous insect bite
11783441000119106,Infected wound of left hip due to nonvenomous insect bite
11783681000119103,Nonvenomous insect bite of finger of right hand with infection
11783721000119109,Nonvenomous insect bite of right index finger with infection
11783761000119104,Nonvenomous insect bite of right little finger with infection
11783801000119107,Nonvenomous insect bite of right middle finger with infection
11783841000119109,Nonvenomous insect bite of right ring finger with infection
11783961000119101,Infected wound of right thigh due to nonvenomous insect bite
11784001000119100,Infected wound of left thigh due to nonvenomous insect bite
11784041000119103,Infected wound of right wrist due to non venomous insect bite
11784081000119108,Infected wound of left wrist due to non venomous insect bite
11789361000119103,Nonvenomous insect bite of finger of left hand with infection
11789401000119107,Nonvenomous insect bite of left index finger with infection
11789441000119109,Nonvenomous insect bite of left little finger with infection
11789481000119104,Nonvenomous insect bite of left middle finger with infection
11789521000119104,Nonvenomous insect bite of left ring finger with infection
11793541000119106,Infected nonvenomous insect bite of right ankle
11793581000119101,Infected nonvenomous insect bite of left ankle
11809141000119104,Nonvenomous insect bite of male genitalia with infection
11809221000119101,Infected wound of low back due to nonvenomous insect bite
11809301000119103,Nonvenomous insect bite of pelvis with infection
11809661000119109,Infected wound of right knee due to nonvenomous insect bite
11809701000119102,Infected wound of left knee due to nonvenomous insect bite
11810261000119103,Nonvenomous insect bite of female genitalia with infection
11822601000119105,Nonvenomous insect bite of right axilla with infection
11822641000119107,Nonvenomous insect bite of left axilla with infection
11823241000119101,Nonvenomous insect bite of right shoulder with infection
11823281000119106,Nonvenomous insect bite of left shoulder with infection
11823321000119101,Infected wound of right upper arm due to non venomous insect bite
11823361000119106,Infected wound of left upper arm due to non venomous insect bite
11837001000119102,Infected wound of right lower leg due to nonvenomous insect bite
11837041000119100,Infected wound of left lower leg due to nonvenomous insect bite
11843471000119109,Nonvenomous insect bite of right ear with infection
11843511000119100,Nonvenomous insect bite of left ear with infection
11847691000119103,Nonvenomous insect bite of tongue with infection
11848301000119100,Infected wound of right eyelid due to nonvenomous insect bite
11848381000119108,Infected wound of left eyelid due to nonvenomous insect bite
